Index,File,Predicted,Expected,Deviation
0,9.3_26b3334236f43cd1b56dd96ddbbf4c6a.jpg,0.0,9.3,0.7
1,4.3_5b9e538c19a684aa8167a846abdd5441.jpg,4.6,4.3,0.3
2,1.6_2939a6548577025aef972e12d1d6c6d1.jpg,1.9,1.6,0.3
3,0.6_32ef685c975b1322a248c01dc76d55b4.jpg,0.4,0.6,0.2
4,3.4_pointer_20211014-221029.jpg,3.2,3.4,0.2
5,5.4_8dd26a2247686683f763c53474712b7a.jpg,5.6,5.4,0.2
6,3.2_0ea0b421c8c7281b99a11d2a7dba0bdf.jpg,3.0,3.2,0.2
7,5.6_ana6_20250802-152606.jpg,5.4,5.6,0.2
8,3.0_82a0845fa13ed81b21495264130dc6a7.jpg,3.2,3.0,0.2
9,4.8_ana6_20250801-205608.jpg,4.6,4.8,0.2
10,9.4_864cdfdb19a3d46126e95b259bf498d1.jpg,9.2,9.4,0.2
11,2.7_2ad17a221a9b3b1af6c0e67030d941b7.jpg,2.5,2.7,0.2
12,4.0_095bc086caee657c5e31e8502b33fc8d.jpg,3.8,4.0,0.2
13,5.8_959c1f746433a2d4f1a5e4f4a91f4758.jpg,6.0,5.8,0.2
14,0.0_pointer_20211009-181429.jpg,0.2,0.0,0.2
15,7.8_ana5_20250801-210608.jpg,7.6,7.8,0.2
16,8.4_53b64949db739b0efc878875cca0fabf.jpg,8.2,8.4,0.2
17,4.6_9bf7e49732cffd30a2bd0d1934a8f3da.jpg,4.8,4.6,0.2
18,1.6_0688_zeiger2_2019-11-19_18-07-04.jpg,1.8,1.6,0.2
19,9.8_4926_zeiger2_2020-02-17_17-43-42.jpg,0.0,9.8,0.2
20,2.8_ana5_20250802-175605.jpg,3.0,2.8,0.2
21,3.7_4e3bead06d3e609a73c7efc97ebd35f4.jpg,3.5,3.7,0.2
22,6.8_78d774c411810a37beb97c7e23bef990.jpg,7.0,6.8,0.2
23,9.2_ana5_20250801-235608.jpg,9.0,9.2,0.2
24,7.3_a4accb1ac1e16cc3d5fa1a28ccbe35e8.jpg,7.1,7.3,0.2
25,7.6_ana5_20250801-203608.jpg,7.4,7.6,0.2
26,6.8_3420_zeiger4_2019-09-15_06-00-12.jpg,7.0,6.8,0.2
27,1.4_ana5_20250802-122606.jpg,1.6,1.4,0.2
28,2.8_c935920d63548bb1cf8f1785db97a57d.jpg,2.6,2.8,0.2
29,5.1_cc3a3d2aaad0f9f9261a13f35e4dfcde.jpg,5.3,5.1,0.2
30,3.7_1814_analog1_20200821-173148.jpg,3.5,3.7,0.2
31,7.6_ana5_20250801-204608.jpg,7.4,7.6,0.2
32,6.8_3426_analog2_20200816-075213.jpg,7.0,6.8,0.2
33,3.3_ana5_20250802-200605.jpg,3.5,3.3,0.2
34,7.0_3488_analog4_20200813-185654.jpg,7.2,7.0,0.2
35,5.0_pointer_20211023-031341.jpg,5.2,5.0,0.2
36,7.7_3899_zeiger3_2019-06-02T083009.jpg,7.5,7.7,0.2
37,3.3_255a032aa7766769794395f27dc8b42b.jpg,3.5,3.3,0.2
38,1.3_8f5d645eb52c3330715740a1988ac313.jpg,1.5,1.3,0.2
39,5.0_2b7c59781e936ee675e38b746f824e73.jpg,5.2,5.0,0.2
