Index,File,Predicted,Expected,Deviation
0,5.1_cc3a3d2aaad0f9f9261a13f35e4dfcde.jpg,5.4,5.1,0.3
1,6.3_ana6_20250802-081607.jpg,6.6,6.3,0.3
2,7.1_320bb2cebee1729c01bb32aeca8247db.jpg,7.4,7.1,0.3
3,8.6_4026a87ac1a307e486293930a5e5b0ee.jpg,8.3,8.6,0.3
4,1.7_ana5_20250802-124606.jpg,1.5,1.7,0.2
5,1.2.jpg,1.0,1.2,0.2
6,4.8_pointer_20211021-235035.jpg,4.6,4.8,0.2
7,1.2_ana6_20250802-180605.jpg,1.0,1.2,0.2
8,5.4_2724_analog2_20200817-031512.jpg,5.6,5.4,0.2
9,4.7_2217_zeiger2_2019-11-19_04-02-03.jpg,4.5,4.7,0.2
10,9.4_65d411ed2a999f5006a658f340ba861d.jpg,9.6,9.4,0.2
11,4.8_401174eed158eed79554a9b1fb38b4a0.jpg,4.6,4.8,0.2
12,7.0_4f247f78495704a7d593bcc6d7657d5e.jpg,7.2,7.0,0.2
13,2.0_5f88ba4effbece36968e23aec1e4c49c.jpg,2.2,2.0,0.2
14,6.4_224dc58a03f4c4cbae5bd69672c05a3b.jpg,6.6,6.4,0.2
15,6.4_3244_zeiger4_2020-04-29_10-56-43.jpg,6.6,6.4,0.2
16,2.0_cb15144536516ee3bdac35286fd0bdd5.jpg,1.8,2.0,0.2
17,3.7_1814_analog1_20200821-173148.jpg,3.5,3.7,0.2
18,3.6_ana4_20220629-161729.jpg,3.8,3.6,0.2
19,9.3_7828b99d31eadb1fd2df69ec736d8557.jpg,9.1,9.3,0.2
20,9.8_ana6_20250802-061607.jpg,0.0,9.8,0.2
21,8.8_7e0c810199cd43bfc6891e87144c4489.jpg,9.0,8.8,0.2
22,2.8_c935920d63548bb1cf8f1785db97a57d.jpg,2.6,2.8,0.2
23,4.7_77b71ca670498193789cdf4d14578bc9.jpg,4.9,4.7,0.2
24,7.3_a4accb1ac1e16cc3d5fa1a28ccbe35e8.jpg,7.1,7.3,0.2
25,1.6_2939a6548577025aef972e12d1d6c6d1.jpg,1.8,1.6,0.2
26,1.4_analog2_20200926-075840.jpg,1.2,1.4,0.2
27,5.0_c8abfb9be43dcfe57f063b5fc5bf16ed.jpg,4.8,5.0,0.2
28,3.7_1882_zeiger3_2020-06-14_17-03-17.jpg,3.5,3.7,0.2
29,0.4_pointer_20211010-021111.jpg,0.6,0.4,0.2
30,2.5_2bcf5e3ebfa120ee24fa8d59ff22b2f3.jpg,2.3,2.5,0.2
31,5.0_pointer_20211023-031341.jpg,5.2,5.0,0.2
32,0.5_6689e925ce5da001263a63a7120f885d.jpg,0.3,0.5,0.2
33,7.9_8bb3df7709daaee885e6f47535fd425a.jpg,7.7,7.9,0.2
34,9.7_ana5_20250802-020608.jpg,9.5,9.7,0.2
35,1.8_274b3ae2c892ae90caa525cf0aef9b82.jpg,2.0,1.8,0.2
36,5.9_3bd6db53d18fd79741606c713dd82db5.jpg,5.7,5.9,0.2
37,4.6_analog3_20200925-194829.jpg,4.4,4.6,0.2
38,6.4_ede1c9c6a229920a25b9ac4e1cf30bb5.jpg,6.2,6.4,0.2
39,8.7_4339_analog2_20200813-020218.jpg,8.9,8.7,0.2
40,5.8_2be710323fcd8cbf32b7dec8d961723f.jpg,5.6,5.8,0.2
41,0.9_953f5bb5d4f71790c56c6fbcd2530305.jpg,0.7,0.9,0.2
42,7.0_3488_analog4_20200813-185654.jpg,7.2,7.0,0.2
43,1.8_59bd7dbc42300b2db72875b0cbe857fb.jpg,1.6,1.8,0.2
44,6.4_3293_zeiger2_2020-04-29_11-57-02.jpg,6.6,6.4,0.2
45,9.2_ana6_20250801-220608.jpg,9.4,9.2,0.2
46,0.2_c3af6af151a91351162ed03ca7fc984f.jpg,0.0,0.2,0.2
47,4.6_27d2266faf2bfe76dd8352883821c61c.jpg,4.8,4.6,0.2
48,5.0_2b7c59781e936ee675e38b746f824e73.jpg,5.2,5.0,0.2
49,3.8_c477c74d90b97e8b7fe8b213b81e677c.jpg,3.6,3.8,0.2
50,3.5_85f369b634657ed9bd567d354b85230b.jpg,3.7,3.5,0.2
51,9.8_4926_zeiger2_2020-02-17_17-43-42.jpg,0.0,9.8,0.2
